num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye
ID_100338;278637;11/01/2021;16;;6.8;;22.8
ID_100338;292562;05/03/2021;174.5;;29.99;;204.49
ID_100414;308262;05/06/2021;38;;3.99;;41.99
ID_100414;386335;07/07/2022;150;;17.4;-17.4;150
ID_100414;395020;14/09/2022;30;;8.99;;38.99
ID_100415;305098;18/05/2021;149;;6.8;;155.8
ID_100497;284325;29/01/2021;25;;3.49;;28.49
ID_100497;343715;27/11/2021;199;;22;;221
ID_100580;387981;11/07/2022;35;;25.98;;60.98
ID_100580;391326;05/12/2022;8;;4.2;;12.2
ID_100580;403267;14/11/2022;102;-20;5.99;;87.99
ID_100580;406646;04/12/2022;19;;4.6;;23.6
ID_101053;407347;06/12/2022;21;;5.5;;26.5
ID_101520;301641;22/04/2021;26.5;;6.8;;33.3
ID_101520;301645;22/04/2021;14;;6.8;;20.8
ID_101800;320635;05/12/2021;12;;4.7;;16.7
ID_102018;303524;07/05/2021;37.5;;8;;45.5
ID_102018;397091;29/09/2022;29.5;;6.5;;36
ID_102459;341366;20/11/2021;205;;4.49;;209.49
ID_102459;380965;12/06/2022;69;;7.2;;76.2
ID_102464;332402;14/10/2021;33;;8;;41
ID_102464;342077;23/11/2021;85;;19.49;;104.49
ID_102464;378058;24/05/2022;74;;10;;84
ID_102464;407931;11/12/2022;60;;8.5;;68.5
ID_102538;299497;11/04/2021;440;;45.49;;485.49
ID_102544;379407;03/06/2022;67.5;;7.2;-7.2;67.5
ID_102544;390560;25/07/2022;105;;10;;115
ID_102605;351581;13/01/2022;13;;3.99;;16.99
ID_102619;387808;10/07/2022;25;;10;;35
ID_102667;277423;08/01/2021;19;;4.7;;23.7
ID_102667;307637;02/06/2021;80;;9.6;;89.6
ID_102667;325060;05/09/2021;62;;13.6;;75.6
ID_102667;400341;25/10/2022;47;;10;;57
ID_102776;284330;29/01/2021;12.5;;3.49;;15.99
ID_102776;332082;11/10/2021;150;;12.99;;162.99
ID_102776;332675;15/10/2021;139;;8;;147
ID_102776;377515;17/05/2022;17;;4.2;;21.2
ID_102776;397418;03/10/2022;42.5;;5.2;;47.7
ID_102825;299541;11/04/2021;270;-25;29.99;;274.99
ID_102825;317305;19/07/2021;224.5;-22.45;45.49;;247.54
ID_102891;305688;22/05/2021;;;;;
ID_102891;312013;27/06/2021;72.5;;6.8;;79.3
ID_102891;312960;30/06/2021;69;;19.49;;88.49
ID_102891;315384;11/07/2021;29;;6.8;;35.8
ID_102891;324181;28/12/2021;66;;6.8;;72.8
ID_102907;315373;11/07/2021;42.8;-4.28;11.2;;49.72
ID_102907;359499;03/02/2022;60;;10.49;;70.49
ID_103086;339360;14/11/2021;135;-20;12.99;-3.39;124.6
ID_103086;379070;31/05/2022;103;-15;15;;103
ID_103086;385904;04/07/2022;103;-15;10;;98
ID_103086;394253;06/09/2022;108;-20;12;;100
ID_103230;283889;27/01/2021;44;-8.8;4.49;;39.69
ID_103230;344295;30/11/2021;63.85;;4.49;;68.34
ID_103298;355458;23/01/2022;29;;4.49;;33.49
ID_103298;376394;09/05/2022;90;;8.49;;98.49
ID_103393;331957;10/10/2021;43;;6.8;;49.8
ID_103421;296450;28/03/2021;10.5;;6.8;;17.3
ID_103446;299390;11/04/2021;8.45;;3.49;;11.94
ID_103446;304769;16/05/2021;129;-15;12.99;;126.99
ID_103641;342425;24/11/2021;29.5;;6.8;;36.3
ID_103666;281958;21/01/2021;6.95;;3.99;;10.94
ID_103843;371218;07/04/2022;48;;12.25;;60.25
ID_103884;300408;13/04/2021;13.2;;3.49;;16.69
ID_103884;330683;01/10/2021;18;;3.99;;21.99
ID_103884;331985;10/10/2021;43;;3.99;;46.99
ID_103884;361998;15/02/2022;45;;4.99;;49.99
ID_103884;389685;19/07/2022;24;;6.5;;30.5
ID_103930;292590;05/03/2021;125;;29.99;;154.99
ID_103965;287082;10/02/2021;40;;6.8;;46.8
ID_103965;301798;24/04/2021;15;;;;15
ID_103965;307540;01/06/2021;47.5;;8;;55.5
ID_103965;330569;01/10/2021;41;;8;;49
ID_104100;390557;25/07/2022;35;;12.25;;47.25
ID_104163;298381;05/04/2021;59.5;;4.99;-4.99;59.5
ID_104163;300304;13/04/2021;305;-25;29.99;;309.99
ID_104163;317817;22/07/2021;250;-25;29.99;-29.99;225
ID_104163;318219;24/07/2021;625;-62.5;84.99;;647.49
ID_104308;332048;11/10/2021;9.5;;4.7;;14.2
ID_104308;385916;04/07/2022;42.5;;8.49;;50.99
ID_104308;385917;04/07/2022;103.5;;9.49;;112.99
ID_104321;344350;30/11/2021;55;;3.99;;58.99
ID_104339;286947;09/02/2021;305;;9.6;;314.6
ID_104339;301740;23/04/2021;75;;;;75
ID_104339;313439;02/07/2021;89;;19.49;;108.49
ID_104339;313444;02/07/2021;98;;14.4;;112.4
ID_104339;314612;08/07/2021;40;;4.49;;44.49
ID_104339;371841;09/04/2022;190;;25;;215
ID_104435;329296;26/09/2021;9.5;;4.49;;13.99
ID_104465;369609;02/04/2022;75;;22.5;;97.5
ID_104487;396940;27/09/2022;9;;4.2;;13.2
ID_104487;396943;27/09/2022;49;;5.99;;54.99
ID_104491;296014;27/03/2021;20;;4.49;;24.49
ID_104491;397507;04/10/2022;32;;7.2;;39.2
ID_104491;405719;29/11/2022;67;;8.49;;75.49
ID_104537;307030;30/05/2021;25.5;;3.99;;29.49
ID_104811;279437;12/01/2021;20;;6.8;;26.8
ID_104811;280246;15/01/2021;15.4;;12.8;;28.2
ID_104811;280260;15/01/2021;4.9;;6.8;;11.7
ID_104811;283016;24/01/2021;25;;6.8;;31.8
ID_104811;284525;30/01/2021;9.5;;6.8;;16.3
ID_104811;375240;02/05/2022;38;;6.99;;44.99
ID_104837;396123;20/09/2022;556.5;;50;;606.5
ID_104837;397934;08/10/2022;116;-15;10;;111
ID_104837;398412;10/10/2022;226.5;;12;;238.5
ID_104837;401774;07/11/2022;694;;32;-32;694
ID_104857;291811;28/02/2021;39.5;;8;;47.5
ID_104857;297683;02/04/2021;119;;11.2;;130.2
ID_104857;367111;20/03/2022;;;;;
ID_104878;289558;19/02/2021;16;;3.99;;19.99
ID_104878;289853;21/02/2021;52;;5.49;;57.49
ID_104892;288345;12/02/2021;62.5;;8;;70.5
ID_104892;340304;17/11/2021;112;;9.6;;121.6
ID_104897;331896;10/10/2021;41.5;;4.49;;45.99
ID_104897;335219;03/11/2021;42;;4.99;;46.99
ID_104897;358765;01/02/2022;215;;19.49;;234.49
ID_104897;394725;12/09/2022;58;;7.2;;65.2
ID_104910;324132;28/12/2021;25;;6.8;;31.8
ID_104938;285460;02/02/2021;274;;29.99;;303.99
ID_104938;375881;06/05/2022;44;;8.99;;52.99
ID_105074;289261;17/02/2021;26;;3.49;;29.49
ID_105103;290904;26/02/2021;250;;29.99;;279.99
ID_105103;308891;08/06/2021;295;;14.4;;309.4
ID_105103;330114;29/09/2021;212.2;;16;;228.2
ID_105103;332237;12/10/2021;115;-15;19.49;;119.49
ID_105103;336458;05/11/2021;66.5;;4.49;;70.99
ID_105103;342876;25/11/2021;22;;3.99;;25.99
ID_105103;370143;03/04/2022;278;;44.99;;322.99
ID_105103;391954;11/12/2022;100;;17.5;;117.5
ID_105286;354684;21/01/2022;32;;6.49;;38.49
ID_105286;368588;28/03/2022;65;;19.5;;84.5
ID_105304;347325;15/12/2021;98;;12.99;;110.99
ID_105304;351133;11/01/2022;49;;29;;78
ID_105304;351137;11/01/2022;424;;58;;482
ID_105430;277458;08/01/2021;45;;8;;53
ID_105431;291791;28/02/2021;114;;9.6;;123.6
ID_105562;335520;03/11/2021;298;;19.49;;317.49
ID_105607;281286;21/01/2021;16;;4.7;;20.7
ID_105607;289066;16/02/2021;82;;8;;90
ID_105607;306029;24/05/2021;28;;6.8;;34.8
ID_105607;337123;07/11/2021;36;;8;;44
ID_105658;297550;02/04/2021;59.5;;8;;67.5
ID_105658;341051;19/11/2021;108;;9.6;;117.6
ID_105945;390692;26/07/2022;210;;8.49;;218.49
ID_106;300685;15/04/2021;148.5;-148.5;29.99;-29.99;
ID_106;349617;07/01/2022;35;;8;;43
ID_106207;279295;12/01/2021;142;;12.99;;154.99
ID_106207;351054;11/01/2022;39.85;;4.49;;44.34
ID_106207;351451;12/01/2022;44;;5.99;;49.99
ID_106207;403214;13/11/2022;47.5;;9.49;;56.99
ID_106365;323250;22/12/2021;91;;19.49;;110.49
ID_106365;359606;04/02/2022;36;;8;;44
ID_106365;366007;09/03/2022;23.5;;6.8;;30.3
ID_106365;366439;13/03/2022;87;;11.2;;98.2
ID_106509;299697;11/04/2021;75;;19.49;;94.49
ID_106597;297932;03/04/2021;59.5;;4.99;-4.99;59.5
ID_106597;406587;04/12/2022;39;;5.2;;44.2
ID_106777;302595;01/05/2021;45;;3.99;;48.99
ID_106777;341851;22/11/2021;10;;3.99;;13.99
ID_106925;295173;21/03/2021;156;;9.99;;165.99
ID_106970;373389;16/04/2022;120;;12.25;-12.25;120
ID_106976;313440;02/07/2021;213.5;;29.99;-29.99;213.5
ID_106976;395082;14/09/2022;57;;12;;69
ID_106996;308302;05/06/2021;150;;6.8;;156.8
ID_107257;297305;31/03/2021;64.5;;5.49;;69.99
ID_107257;297311;31/03/2021;50;;4.49;;54.49
ID_107257;312804;29/06/2021;224;;45.49;;269.49
ID_107278;287873;11/02/2021;29;;3.99;;32.99
ID_107372;383964;27/06/2022;401.2;;40;;441.2
ID_107372;387486;09/07/2022;110;;32;;142
ID_107372;397420;03/10/2022;214;;25;;239
ID_107401;295384;22/03/2021;55;;3.99;;58.99
ID_107401;323989;27/12/2021;112;-20;5.99;;97.99
ID_107401;359943;05/02/2022;30;;4.49;;34.49
ID_107401;407435;07/12/2022;32.5;;10;;42.5
ID_107450;292106;01/03/2021;41.5;;4.49;;45.99
ID_107450;293174;08/03/2021;120.3;;4.99;;125.29
ID_107450;295144;20/03/2021;88.5;;5.49;;93.99
ID_107450;295545;24/03/2021;92;;8;;100
ID_107450;325326;07/09/2021;384;;29.99;;413.99
ID_107450;354647;21/01/2022;109;;5.99;;114.99
ID_107450;391780;07/12/2022;99;;7.2;;106.2
ID_107573;277639;09/01/2021;58.6;;9.6;;68.2
ID_107573;356915;28/01/2022;150;;19.49;;169.49
ID_107620;344356;30/11/2021;414;;29.99;;443.99
ID_107620;345385;04/12/2021;31;;9.6;;40.6
ID_107620;345390;04/12/2021;25;;6.8;;31.8
ID_107620;345392;04/12/2021;191;;19.49;-19.49;191
ID_107620;365660;06/03/2022;240;;29.99;;269.99
ID_107700;290982;26/02/2021;250;;29.99;;279.99
ID_107700;299526;11/04/2021;385;-15;29.99;;399.99
ID_107700;299603;11/04/2021;75;;19.49;;94.49
ID_107700;364632;27/02/2022;95;-10;12.99;;97.99
ID_107700;384887;29/06/2022;34.5;;12;;46.5
ID_107749;295924;27/03/2021;175;;44;;219
ID_107749;313528;02/07/2021;59;;19.49;;78.49
ID_107749;351736;13/01/2022;12.5;;4.7;;17.2
ID_107749;360188;06/02/2022;34;;12.8;;46.8
ID_107749;363476;22/02/2022;25;;11.2;;36.2
ID_107749;404548;19/11/2022;;;;;
ID_107762;288082;12/02/2021;55;;4.99;;59.99
ID_107762;396271;21/09/2022;19;;5.2;;24.2
ID_107807;281888;21/01/2021;49;;6.8;;55.8
ID_107807;291502;27/02/2021;270;;29.99;;299.99
ID_107846;377830;21/05/2022;104.5;-15;9.49;;98.99
ID_107846;380032;06/06/2022;118;-15;9.49;;112.49
ID_107846;398533;12/10/2022;27;;5.2;;32.2
ID_107908;402172;08/11/2022;49;;12.99;;61.99
ID_107991;342210;23/11/2021;165;;19.49;;184.49
ID_107991;349024;29/12/2021;165;-15;19.49;;169.49
ID_107991;398100;08/10/2022;58;;7.2;;65.2
ID_107998;319458;29/07/2021;35.95;;4.7;-4.7;35.95
ID_107998;333193;21/10/2021;39;;4.7;;43.7
ID_107998;387271;08/07/2022;15;-3;10;;22
ID_108106;332749;16/10/2021;22;;6.8;;28.8
ID_108433;297660;02/04/2021;178.5;;12.8;-12.8;178.5
ID_108433;368645;29/03/2022;22.5;;4.6;;27.1
ID_109605;369191;31/03/2022;16;;12;;28
ID_109605;369515;02/04/2022;8;;7.49;;15.49
ID_109605;380409;09/06/2022;12.5;;6.99;;19.49
ID_109694;298557;06/04/2021;31;;8;;39
ID_109694;306224;26/05/2021;79;;8;;87
ID_109694;310283;19/06/2021;29;;6.8;;35.8
ID_109694;359068;02/02/2022;10;;8;;18
ID_109974;285234;02/02/2021;45;;4.49;;49.49
ID_109974;298469;05/04/2021;164;;19.49;;183.49
ID_109974;312717;29/06/2021;93.1;;9.6;;102.7
ID_110305;346809;11/12/2021;215;;8;;223
ID_110305;391166;01/12/2022;104;;8.49;;112.49
ID_111100;298313;05/04/2021;215;;29.99;;244.99
ID_111899;280678;17/01/2021;55;;3.49;;58.49
ID_111899;310074;18/06/2021;59;;19.49;;78.49
ID_112374;292404;03/03/2021;32.5;;4.49;;36.99
ID_112374;298254;04/04/2021;59.5;;4.99;-4.99;59.5
ID_112374;338723;13/11/2021;38.9;;4.99;;43.89
ID_112374;343159;25/11/2021;17.95;;3.99;;21.94
ID_112374;355165;22/01/2022;48.5;;4.99;;53.49
ID_112374;396143;21/09/2022;230;;19.5;;249.5
ID_112721;378691;28/05/2022;25;;5.2;;30.2
ID_112721;399667;18/10/2022;31;;5.99;;36.99
ID_112721;401128;01/11/2022;289;;35;-35;289
ID_113565;299972;12/04/2021;160;-25;29.99;;164.99
ID_114262;316970;18/07/2021;188;;9.99;-9.99;188
ID_114482;304327;12/05/2021;18;;4.7;;22.7
ID_114482;346101;08/12/2021;40.5;;4.49;;44.99
ID_114482;349387;05/01/2022;69;;9.99;;78.99
ID_114525;295864;26/03/2021;59;;8;;67
ID_114525;308152;04/06/2021;238;;9.6;;247.6
ID_114621;311341;25/06/2021;29;;6.8;;35.8
ID_115439;302533;01/05/2021;164;;8;;172
ID_116371;297050;30/03/2021;310;-35;45.49;;320.49
ID_116670;357932;30/01/2022;111.5;-22.3;12.99;;102.19
ID_116670;370444;04/04/2022;484.7;-20;52.99;;517.69
ID_116670;377374;16/05/2022;47;;9.49;;56.49
ID_116670;380668;11/06/2022;49;;5.2;;54.2
ID_116670;381284;15/06/2022;74;;7.2;;81.2
ID_116670;390638;26/07/2022;40;;5.2;;45.2
ID_118562;288696;14/02/2021;35;;3.99;;38.99
ID_118562;294427;15/03/2021;15;;3.49;;18.49
ID_118562;294516;16/03/2021;29;;3.99;;32.99
ID_118562;303525;07/05/2021;12.5;;3.49;;15.99
ID_118562;334058;30/10/2021;30.9;;4.49;;35.39
ID_118926;288807;14/02/2021;29.5;;3.99;;33.49
ID_118926;296700;28/03/2021;100;;5.49;;105.49
ID_118926;307499;01/06/2021;13.45;;3.49;;16.94
ID_119056;295067;20/03/2021;19;;4.99;;23.99
ID_119056;319955;01/12/2021;48;;19.49;;67.49
ID_120953;288520;13/02/2021;97;;8;;105
ID_120953;343572;27/11/2021;199;;22;;221
ID_120953;399614;18/10/2022;190;;12.25;;202.25
ID_120953;401705;06/11/2022;414;-15;10;-10;399
ID_122129;295572;24/03/2021;325;;7.99;;332.99
ID_1227;300589;14/04/2021;228;;8;;236
ID_1227;305532;21/05/2021;159;;6.8;;165.8
ID_1227;332355;13/10/2021;155;;19.49;;174.49
ID_1227;334297;30/10/2021;164.5;;19.49;-5.09;178.9
ID_1227;334304;31/10/2021;81;;12.8;;93.8
ID_122953;286252;06/02/2021;54.9;;5.99;;60.89
ID_123067;276537;01/01/2021;30;;4.7;;34.7
ID_123198;287906;11/02/2021;179;;5.99;-5.99;179
ID_123198;304202;11/05/2021;89;;4.99;;93.99
ID_123198;336962;07/11/2021;75;;19.49;;94.49
ID_123200;277818;09/01/2021;28;;4.49;;32.49
ID_123200;279238;12/01/2021;18.95;;4.99;;23.94
ID_123200;296259;27/03/2021;4.9;;3.99;;8.89
ID_123200;358582;01/02/2022;24;;5.49;;29.49
ID_123256;405925;30/11/2022;20;;26;;46
ID_123669;371538;08/04/2022;43.5;;8.49;;51.99
ID_123969;398732;12/10/2022;58;;8.5;;66.5
ID_124419;278642;11/01/2021;39.5;;8;;47.5
ID_124419;280776;18/01/2021;79;-15;6.8;;70.8
ID_124419;299993;12/04/2021;62.4;;6.8;;69.2
ID_124419;300798;16/04/2021;75;;19.49;;94.49
ID_124810;407026;05/12/2022;39;;5.2;;44.2
ID_1250;308584;06/06/2021;75;;3.99;;78.99
ID_1250;337192;07/11/2021;21.5;;4.99;;26.49
ID_1250;352847;16/01/2022;78;;3.49;;81.49
ID_1250;377594;18/05/2022;15.5;;4.6;;20.1
ID_1250;380094;07/06/2022;64;;8.49;;72.49
ID_125026;288980;16/02/2021;15;;4.7;;19.7
ID_126290;342989;25/11/2021;37;;4.7;;41.7
ID_126290;344682;01/12/2021;89;;19.49;;108.49
ID_126290;395212;14/09/2022;155;;22.5;;177.5
ID_126938;307580;01/06/2021;16;;3.99;;19.99
ID_126938;365219;03/03/2022;950;;29.99;;979.99
ID_126938;405548;28/11/2022;25;;7.2;;32.2
ID_126949;378399;26/05/2022;29.5;;5.99;;35.49
ID_126949;381345;15/06/2022;54;;9.49;;63.49
ID_126949;391334;05/12/2022;40.5;;7.2;;47.7
ID_126949;399800;20/10/2022;42;;5.2;;47.2
ID_126949;405522;27/11/2022;45;;8.49;;53.49
ID_127248;402583;10/11/2022;24;;7.49;;31.49
ID_127248;403422;14/11/2022;22;;7.49;;29.49
ID_127373;305878;23/05/2021;31;;4.7;;35.7
ID_127373;316784;18/07/2021;28.5;;3.99;;32.49
ID_127373;338857;13/11/2021;18.5;;3.99;;22.49
ID_127373;340600;18/11/2021;55;;4.99;;59.99
ID_127639;349360;04/01/2022;79;;19.49;;98.49
ID_127713;348645;26/12/2021;52;;4.7;-4.7;52
ID_127790;289919;22/02/2021;10;;3.99;-3.99;10
ID_127790;372049;09/04/2022;89;;22.5;;111.5
ID_127859;404503;19/11/2022;18;;8.99;;26.99
ID_127940;338810;13/11/2021;27.5;;4.99;;32.49
ID_127940;361713;12/02/2022;23;;4.49;;27.49
ID_127940;381109;14/06/2022;61;;8.49;;69.49
ID_127940;393164;23/12/2022;98;;5.2;;103.2
ID_128025;326478;12/09/2021;58;;4.99;;62.99
ID_128025;326479;12/09/2021;89;;5.49;-5.49;89
ID_128025;401906;08/11/2022;65;;5.2;;70.2
ID_128025;402088;08/11/2022;;;;;
ID_128074;290860;26/02/2021;75;;19.49;;94.49
ID_128074;314879;09/07/2021;243;;45.49;;288.49
ID_128074;343937;28/11/2021;89;;19.49;;108.49
ID_128074;354938;21/01/2022;47.9;;12.8;;60.7
ID_128074;355451;23/01/2022;55;;8;;63
ID_128074;387965;11/07/2022;220;;25;-25;220
ID_128074;394769;13/09/2022;218;;25;;243
ID_128144;335548;04/11/2021;15;;6.8;;21.8
ID_128144;351004;11/01/2022;60.5;;5.99;-0.5;65.99
ID_128144;361418;11/02/2022;21;;4.49;;25.49
ID_128357;286641;08/02/2021;42;;8;;50
ID_128357;304738;15/05/2021;129;;12.99;;141.99
ID_128505;289882;21/02/2021;81;;8;;89
ID_128505;312306;28/06/2021;38.9;;8;;46.9
ID_128505;397317;01/10/2022;190;;12;;202
ID_128525;279697;13/01/2021;22.9;;6.8;;29.7
ID_128525;290901;26/02/2021;75;;19.49;;94.49
ID_128525;351046;11/01/2022;100.95;-15;9.6;;95.55
ID_128525;374908;30/04/2022;207.9;;39.5;-39.5;207.9
ID_128525;391443;05/12/2022;22;;6.5;;28.5
ID_128542;360364;07/02/2022;178;;8;;186
ID_128542;366255;11/03/2022;;;;;
ID_128542;398274;09/10/2022;87;;10;;97
ID_128542;398825;13/10/2022;18.5;;10;;28.5
ID_128545;309554;13/06/2021;30.93;;18.8;;49.73
ID_128590;326672;13/09/2021;177.1;;19.49;-3.49;193.1
ID_128590;326679;13/09/2021;34;;9.6;;43.6
ID_128590;339834;16/11/2021;144;;6.8;;150.8
ID_128590;339837;16/11/2021;44;;4.7;;48.7
ID_128590;344868;02/12/2021;148;;12.99;;160.99
ID_128590;378676;28/05/2022;222.8;;22.5;;245.3
ID_128700;317223;19/07/2021;90.5;-9.05;19.49;;100.94
ID_128700;317908;23/07/2021;150;-15;19.49;;154.49
ID_128700;318433;25/07/2021;13.2;-1.32;3.99;;15.87
ID_128700;319246;28/07/2021;27;-2.7;5.99;;30.29
ID_128700;323043;20/12/2021;55;;12.99;;67.99
ID_128700;327604;17/09/2021;29;;3.99;;32.99
ID_128700;327733;17/09/2021;105;;19.49;;124.49
ID_128730;287036;10/02/2021;23.5;;6.8;;30.3
ID_128730;303260;05/05/2021;107;;8;;115
ID_128730;304239;12/05/2021;;;;;
ID_128730;323437;23/12/2021;28.5;;6.8;;35.3
ID_128730;324555;01/09/2021;106;-15;9.6;;100.6
ID_128730;349584;07/01/2022;29.5;;12.99;;42.49
ID_128730;382214;21/06/2022;390;-8;31;;413
ID_128730;389324;17/07/2022;190;-15;15.99;;190.99
ID_128730;406571;04/12/2022;39;;6.5;;45.5
ID_128758;304680;14/05/2021;39.2;;4.7;-4.7;39.2
ID_128758;306924;30/05/2021;105;;19.49;;124.49
ID_128823;332850;17/10/2021;109;;8;;117
ID_128823;342831;25/11/2021;33.95;;4.49;;38.44
ID_128823;358452;01/02/2022;45;;6.49;;51.49
ID_128823;380751;12/06/2022;55;;7.49;;62.49
ID_128823;381891;21/06/2022;25;;17.4;;42.4
ID_128858;326785;13/09/2021;52.95;;9.6;;62.55
ID_128858;329210;26/09/2021;81.5;;11.2;;92.7
ID_128858;333032;19/10/2021;95;;12.99;;107.99
ID_128858;333906;29/10/2021;325;-15;19.49;;329.49
ID_129081;280676;17/01/2021;19;;4.7;;23.7
ID_129081;280683;17/01/2021;95;;8;;103
ID_129081;283688;26/01/2021;25;;6.8;;31.8
ID_129081;283692;26/01/2021;47;;8;;55
ID_129373;289175;17/02/2021;116;;11.2;;127.2
ID_129373;343650;27/11/2021;199;-15;22;;206
ID_1351;293335;10/03/2021;52.5;;4.99;;57.49
ID_1351;298709;07/04/2021;13;;3.99;;16.99
ID_1351;316776;18/07/2021;12;;4.7;;16.7
ID_1351;317279;19/07/2021;11;;4.7;;15.7
ID_1351;372073;09/04/2022;310;-20;25;-25;290
ID_145136;287982;11/02/2021;55;;4.99;;59.99
ID_145163;282106;22/01/2021;17.5;;4.7;;22.2
ID_145163;290120;22/02/2021;80;;12.99;;92.99
ID_145163;322666;19/12/2021;135;;29.99;;164.99
ID_145265;280377;15/01/2021;39;;3.99;;42.99
ID_145265;322895;20/12/2021;50;;4.99;;54.99
ID_145265;401698;06/11/2022;694;-20;32;-32;674
ID_145468;305876;23/05/2021;20;;4.7;;24.7
ID_145468;335416;03/11/2021;19;;4.7;;23.7
ID_145468;388108;11/07/2022;9.5;;5.5;;15
ID_145468;396709;25/09/2022;24;;12.99;;36.99
ID_145619;292327;03/03/2021;85;;12.99;;97.99
ID_145619;300261;12/04/2021;170;;29.99;;199.99
ID_145619;374477;27/04/2022;35;;4.6;;39.6
ID_145654;308343;05/06/2021;520;;12.8;;532.8
ID_145654;308345;05/06/2021;239;;9.6;;248.6
ID_145654;333795;29/10/2021;57;;5.99;;62.99
ID_145654;352024;14/01/2022;32.5;;4.49;;36.99
ID_145654;358417;01/02/2022;44;;5.99;;49.99
ID_145654;371887;09/04/2022;469;;37.5;;506.5
ID_145654;390651;26/07/2022;64;;5.99;;69.99
ID_145654;391672;07/12/2022;110.7;;12.25;;122.95
ID_145654;403573;15/11/2022;94;;9.49;;103.49
ID_145672;394591;11/09/2022;51;;8.49;;59.49
ID_145688;315131;10/07/2021;22.8;-2.28;6.8;;27.32
ID_145688;323125;21/12/2021;14.5;;4.49;;18.99
ID_145688;341449;21/11/2021;17;;4.7;;21.7
ID_145731;337951;11/11/2021;48;;4.7;;52.7
ID_145731;341375;21/11/2021;32;;3.49;;35.49
ID_145731;345009;03/12/2021;21.5;;3.99;;25.49
ID_145731;350920;10/01/2022;23.3;;3.99;;27.29
ID_145731;404819;22/11/2022;;;5.2;;5.2
ID_145773;298494;06/04/2021;474;;45.49;;519.49
ID_145773;307066;30/05/2021;151.8;;5.49;;157.29
ID_145773;318840;26/07/2021;36.95;;4.7;-4.7;36.95
ID_145773;401934;08/11/2022;505;;10;-25;505
ID_145785;287693;11/02/2021;29;;3.99;;32.99
ID_145785;287710;11/02/2021;20;;3.49;;23.49
ID_145785;306558;27/05/2021;74;;4.49;;78.49
ID_145819;285112;02/02/2021;9.5;;3.49;;12.99
ID_145869;321938;13/12/2021;19.5;;4.99;;24.49
ID_146001;380872;12/06/2022;25;;4.6;;29.6
ID_146092;312431;28/06/2021;25;;6.8;;31.8
ID_146290;298706;07/04/2021;125;-25;19.49;;119.49
ID_146312;372352;10/04/2022;465;;29.5;-29.5;465
ID_146312;375880;06/05/2022;90;;8.99;;98.99
ID_146331;306960;29/05/2021;95;;19.49;;114.49
ID_146331;310031;18/06/2021;39;;9.99;;48.99
ID_146331;313873;04/07/2021;195;-15;12.99;;192.99
ID_146331;319925;01/12/2021;239;-15;12.99;;236.99
ID_146331;381846;21/06/2022;227.9;;29.5;;257.4
ID_146331;383915;26/06/2022;102;-15;7.2;;94.2
ID_146331;391337;05/12/2022;100.9;;12.25;;113.15
ID_146331;400065;22/10/2022;199;;15.99;-15.99;199
ID_146331;406713;04/12/2022;143;;9.49;;152.49
ID_146331;406727;04/12/2022;109;;7.2;;116.2
ID_146346;358102;30/01/2022;119;-20;19.49;;118.49
ID_146346;391777;07/12/2022;27.5;;6.5;;34
ID_146364;293757;12/03/2021;276;;12.99;;288.99
ID_146402;400668;27/10/2022;119;;32;;151
ID_146482;299375;11/04/2021;19;;4.7;;23.7
ID_146529;291314;26/02/2021;75;;19.49;;94.49
ID_146529;292328;03/03/2021;24.5;;3.99;;28.49
ID_146529;308155;04/06/2021;39.9;;4.49;;44.39
ID_146529;344516;01/12/2021;11.95;;3.49;;15.44
ID_146529;359876;04/02/2022;290;;29.99;;319.99
ID_146529;373395;16/04/2022;165;;17.4;-17.4;165
ID_146656;281773;21/01/2021;81;-16.2;5.49;;70.29
ID_146656;302050;26/04/2021;104;;19.49;-19.49;104
ID_146656;302064;26/04/2021;59;;19.49;-19.49;59
ID_146656;315427;11/07/2021;47.9;-4.79;4.99;;48.1
ID_146656;319541;30/07/2021;31.7;-3.17;4.49;;33.02
ID_146656;335335;03/11/2021;14.8;;3.99;;18.79
ID_146656;350846;10/01/2022;39.5;;5.99;;45.49
ID_146656;406374;03/12/2022;32;;7.2;;39.2
ID_146753;282835;24/01/2021;30;-6;4.99;;28.99
ID_146753;285273;02/02/2021;35;;3.99;;38.99
ID_146753;287460;11/02/2021;55;;4.99;;59.99
ID_146753;337332;08/11/2021;32;;4.7;;36.7
ID_146753;384168;27/06/2022;14;;5.2;;19.2
ID_146905;327033;14/09/2021;30.8;;6.8;;37.6
ID_146905;327447;16/09/2021;419;;12.99;-12.99;419
ID_146905;368550;28/03/2022;32.5;;5.2;;37.7
ID_146905;392812;19/12/2022;155;-20;22.5;;157.5
ID_146911;297260;31/03/2021;98;;29.99;;127.99
ID_146911;340390;18/11/2021;84;;9.6;;93.6
ID_146911;397804;06/10/2022;134;-20;15;;129
ID_146993;314007;04/07/2021;50;;19.49;;69.49
ID_146993;316315;16/07/2021;52.2;-5.22;9.6;;56.58
ID_146993;351533;13/01/2022;45;;7.99;;52.99
ID_147254;340502;18/11/2021;29;;3.99;;32.99
ID_147254;345170;03/12/2021;349;-15;44;;378
ID_147254;355619;23/01/2022;66.5;;5.99;;72.49
ID_147302;293058;08/03/2021;194;;29.99;;223.99
