num_client;numero_commande;date;montant_des_produits;remise_sur_produits;montant_livraison;remise_sur_livraison;montant_total_paye
ID_430046;377977;23/05/2022;8;;5.2;;13.2
ID_430066;283993;28/01/2021;25;;6.8;;31.8
ID_430365;321110;07/12/2021;239;-20;29.99;;248.99
ID_430365;348573;25/12/2021;280;-15;29.99;;294.99
ID_430365;361441;11/02/2022;27.5;;4.49;;31.99
ID_430365;382642;23/06/2022;35.5;;5.2;;40.7
ID_430365;394865;13/09/2022;298;;25;;323
ID_430365;402230;09/11/2022;24;;5.2;;29.2
ID_430365;408486;20/12/2022;29;;5.99;;34.99
ID_430736;305408;20/05/2021;75;;19.49;;94.49
ID_430741;300319;13/04/2021;19;;4.7;;23.7
ID_431010;293470;10/03/2021;247.5;;45.49;;292.99
ID_431010;294406;15/03/2021;36;;6.8;;42.8
ID_431010;306342;26/05/2021;42.5;;8;;50.5
ID_431010;326843;13/09/2021;42.5;;4.7;;47.2
ID_431010;341214;20/11/2021;20;;4.49;;24.49
ID_431010;347640;17/12/2021;39;;8;;47
ID_431010;393605;28/12/2022;33;;5.99;;38.99
ID_431148;319900;01/12/2021;28;;5.49;;33.49
ID_431148;331851;10/10/2021;16.5;;3.99;;20.49
ID_431213;299138;09/04/2021;24.95;;6.8;;31.75
ID_431213;308295;05/06/2021;25.5;;6.8;;32.3
ID_431213;325995;11/09/2021;15;;6.8;;21.8
ID_431215;306002;24/05/2021;92;;8;;100
ID_431215;314942;09/07/2021;55;;6.8;;61.8
ID_431215;316802;18/07/2021;26;;8;;34
ID_431655;318796;26/07/2021;89;;19.49;;108.49
ID_431655;353470;17/01/2022;540;;29.99;;569.99
ID_431655;357376;28/01/2022;300;;29.99;;329.99
ID_431712;288174;12/02/2021;131.9;;19.49;;151.39
ID_431712;360404;07/02/2022;125;;12.8;;137.8
ID_431916;403984;16/11/2022;29;;6.5;;35.5
ID_432000;366731;16/03/2022;337;;29.99;;366.99
ID_432000;379257;02/06/2022;27;;8.99;;35.99
ID_432000;388935;16/07/2022;39;;5.2;;44.2
ID_432000;392596;17/12/2022;20.8;;5.5;-5.5;20.8
ID_432107;322984;20/12/2021;32;;12.8;;44.8
ID_432415;337555;09/11/2021;30;;6.8;;36.8
ID_432415;341950;23/11/2021;239;;29.99;;268.99
ID_432415;351859;14/01/2022;112.5;;19.49;;131.99
ID_432415;356645;27/01/2022;55;;8;;63
ID_432545;280245;15/01/2021;32;;4.49;;36.49
ID_432545;281293;21/01/2021;62;;4.49;;66.49
ID_432545;284034;28/01/2021;45;;4.7;;49.7
ID_432545;339560;15/11/2021;19.5;;6.8;;26.3
ID_432564;333199;21/10/2021;285;;4.99;;289.99
ID_432564;337245;08/11/2021;32;;4.7;;36.7
ID_433129;283006;24/01/2021;185;;5.99;;190.99
ID_433350;304237;12/05/2021;25;;6.8;;31.8
ID_433350;304978;17/05/2021;114;;5.49;;119.49
ID_433350;333830;29/10/2021;101.5;-20;9.99;;91.49
ID_433350;340021;17/11/2021;10;;3.99;;13.99
ID_433350;349359;04/01/2022;248;;29.99;-29.99;248
ID_433396;292406;03/03/2021;5;;4.7;;9.7
ID_433396;346455;09/12/2021;10.5;;4.49;;14.99
ID_433396;347446;15/12/2021;34;;4.49;;38.49
ID_433605;299555;11/04/2021;155;;29.99;;184.99
ID_433605;327564;16/09/2021;165;;19.49;;184.49
ID_433605;341957;23/11/2021;175;;19.49;;194.49
ID_433605;356962;28/01/2022;59;;12.99;;71.99
ID_4343;278714;11/01/2021;35;;3.99;;38.99
ID_4343;360487;07/02/2022;7;;4.49;;11.49
ID_4343;374478;27/04/2022;70;;5.2;;75.2
ID_4343;394719;12/09/2022;80;;5.99;;85.99
ID_43516;284979;01/02/2021;49.5;;3.99;;53.49
ID_43516;285361;02/02/2021;35;;3.49;;38.49
ID_43516;290427;24/02/2021;15;;3.49;-3.49;15
ID_435560;287858;11/02/2021;6;;4.7;;10.7
ID_435560;349153;31/12/2021;37;;5.49;;42.49
ID_435876;285365;02/02/2021;14;;3.99;;17.99
ID_435876;309930;17/06/2021;24;;4.99;;28.99
ID_435876;391563;05/12/2022;11.55;;4.2;;15.75
ID_436920;317343;20/07/2021;32;;6.8;;38.8
ID_436920;323765;25/12/2021;98;;8;;106
ID_438047;291122;26/02/2021;135;;29.99;;164.99
ID_438047;300129;12/04/2021;100.4;;4.49;;104.89
ID_438047;308300;05/06/2021;300;;4.99;;304.99
ID_438047;344994;02/12/2021;315;;19.49;;334.49
ID_438047;352021;14/01/2022;285;;19.49;;304.49
ID_438047;358904;01/02/2022;114.5;;11.2;;125.7
ID_438047;358914;01/02/2022;175;;22;;197
ID_438047;360051;05/02/2022;245;;19.49;;264.49
ID_438047;367649;23/03/2022;298;;19.49;;317.49
ID_438528;356986;28/01/2022;29;;4.49;;33.49
ID_438528;365212;03/03/2022;14;;4.7;;18.7
ID_438528;371811;09/04/2022;37.5;;5.99;;43.49
ID_438528;380017;06/06/2022;77;;9.49;;86.49
ID_438631;279858;14/01/2021;68;;5.99;;73.99
ID_439122;276984;05/01/2021;245;-15;12.8;;242.8
ID_439122;295429;22/03/2021;45;;6.8;;51.8
ID_439122;390404;24/07/2022;53.5;;8.49;;61.99
ID_439122;404714;21/11/2022;107;;12;;119
ID_439138;365739;07/03/2022;29.5;;6.8;;36.3
ID_439138;377495;17/05/2022;35;;5.2;;40.2
ID_439138;401894;08/11/2022;32;;6.99;;38.99
ID_439236;347882;19/12/2021;7;;3.49;;10.49
ID_439236;349771;08/01/2022;27.4;;4.49;;31.89
ID_439236;352670;16/01/2022;12;;5.99;;17.99
ID_439236;352676;16/01/2022;19.5;;3.99;;23.49
ID_439236;359243;03/02/2022;72;;12.99;;84.99
ID_439430;406371;03/12/2022;32;;12.99;;44.99
ID_439502;344941;02/12/2021;21;-21;4.7;-4.7;
ID_439502;347493;15/12/2021;8.5;;3.49;;11.99
ID_439502;347531;16/12/2021;308;-20;29.99;-12.39;305.6
ID_439502;347694;17/12/2021;9;;4.49;;13.49
ID_439502;392738;19/12/2022;24;;5.2;;29.2
ID_439589;300401;13/04/2021;135;;37;;172
ID_439589;308725;07/06/2021;798;;84.99;;882.99
ID_439589;311881;27/06/2021;481;;19.49;;500.49
ID_439589;315557;11/07/2021;281.5;-15;16;;282.5
ID_439589;323445;23/12/2021;27.5;;6.8;;34.3
ID_439692;287941;11/02/2021;13.5;;6.8;;20.3
ID_439692;294212;14/03/2021;15;;8;;23
ID_439692;295364;22/03/2021;26;;6.8;;32.8
ID_439692;312326;28/06/2021;22;;6.8;;28.8
ID_439692;312345;28/06/2021;5.5;;4.7;;10.2
ID_439692;313924;04/07/2021;14.5;;6.8;;21.3
ID_439692;323314;22/12/2021;14;;4.7;;18.7
ID_439692;332051;11/10/2021;38;;4.7;;42.7
ID_439692;334413;31/10/2021;5.5;;4.7;;10.2
ID_439759;314539;07/07/2021;49;;3.99;;52.99
ID_439880;355382;23/01/2022;37.5;;5.49;;42.99
ID_440235;299339;10/04/2021;117;-25;29.99;;121.99
ID_440356;278098;09/01/2021;4.9;;3.99;;8.89
ID_440356;280430;16/01/2021;115;-15;12.99;;112.99
ID_440356;324795;03/09/2021;45;;5.49;;50.49
ID_440356;334238;30/10/2021;34;;5.49;;39.49
ID_440520;280189;15/01/2021;50;;8;;58
ID_440684;279041;11/01/2021;29;;3.99;;32.99
ID_440684;297935;03/04/2021;59.5;;4.99;-4.99;59.5
ID_440784;284623;30/01/2021;6;;3.99;;9.99
ID_440784;284624;30/01/2021;7.5;;3.49;;10.99
ID_440784;284625;30/01/2021;9;;3.49;;12.49
ID_440784;293834;12/03/2021;18;;4.99;;22.99
ID_440784;295727;26/03/2021;19;;4.99;;23.99
ID_441395;301941;25/04/2021;39;;3.99;;42.99
ID_441449;294629;16/03/2021;35;;3.99;;38.99
ID_441449;403139;13/11/2022;35;;4.6;;39.6
ID_441449;407637;08/12/2022;99;;5.99;;104.99
ID_441705;381449;16/06/2022;10.9;;4.6;;15.5
ID_442454;287251;10/02/2021;82;;8;;90
ID_442454;289301;17/02/2021;24;;3.99;;27.99
ID_442454;297855;03/04/2021;190;-15;19.49;;194.49
ID_442454;324470;31/12/2021;119;;19.49;;138.49
ID_442791;301024;17/04/2021;75;;19.49;;94.49
ID_443;330172;29/09/2021;20;;5.49;;25.49
ID_443;382020;21/06/2022;21.25;;4.6;;25.85
ID_443;382039;21/06/2022;8;;4.2;;12.2
ID_443;382046;21/06/2022;24.5;;5.99;;30.49
ID_443;382049;21/06/2022;8.5;;4.6;;13.1
ID_4433;310708;20/06/2021;38.45;7.54;18.8;13.2;77.99
ID_4433;331967;10/10/2021;28.42;;27.2;;55.62
ID_4433;342761;24/11/2021;28.42;;27.2;;55.62
ID_4433;399015;14/10/2022;48.34;;40;;88.34
ID_443585;328698;23/09/2021;65;;8;;73
ID_443617;300757;15/04/2021;49.95;;6.8;;56.75
ID_443617;310261;19/06/2021;150;;44;;194
ID_444601;337108;07/11/2021;12.5;;3.49;;15.99
ID_444665;406853;04/12/2022;39;;7.49;;46.49
ID_445432;302799;02/05/2021;25;;3.99;;28.99
ID_4455;281288;21/01/2021;20;;4.7;;24.7
ID_4455;339217;14/11/2021;20;;8;;28
ID_445678;285511;03/02/2021;33.5;;3.99;;37.49
ID_445678;294787;18/03/2021;15;;3.49;;18.49
ID_445678;307790;03/06/2021;29.5;;3.99;;33.49
ID_445678;331134;04/10/2021;14;;3.99;;17.99
ID_445678;331138;04/10/2021;39;;5.49;;44.49
ID_445678;332443;14/10/2021;58;;4.49;;62.49
ID_445678;359923;05/02/2022;35;;4.49;;39.49
ID_445678;361742;13/02/2022;12.5;;3.99;;16.49
ID_445678;361746;13/02/2022;25;;3.99;;28.99
ID_445678;362802;19/02/2022;11;;3.99;;14.99
ID_445678;376399;09/05/2022;61;;7.2;;68.2
ID_445678;379464;03/06/2022;85;-8;17.4;;94.4
ID_445678;396785;26/09/2022;30;;7.2;;37.2
ID_445678;400228;24/10/2022;36;;5.2;;41.2
ID_445851;359042;02/02/2022;34.5;;11.2;;45.7
ID_446594;307983;04/06/2021;90;;29;;119
ID_446594;390012;21/07/2022;35;;5.5;;40.5
ID_446594;390017;21/07/2022;65.5;;6.5;;72
ID_446594;390019;21/07/2022;167;;15.99;;182.99
ID_447907;361975;15/02/2022;39;;4.49;;43.49
ID_448098;283012;24/01/2021;12.5;;4.7;;17.2
ID_448098;322988;20/12/2021;12.5;;4.7;;17.2
ID_448098;347997;20/12/2021;126;-15;7.99;;118.99
ID_448098;348001;20/12/2021;23;;4.49;;27.49
ID_448098;373644;17/04/2022;8.5;;4.6;;13.1
ID_449169;381307;15/06/2022;89.5;;9.49;;98.99
ID_449412;286386;07/02/2021;49.5;;8;;57.5
ID_449412;288137;12/02/2021;18;;6.8;;24.8
ID_449412;299252;10/04/2021;19;;4.7;;23.7
ID_449412;304464;13/05/2021;44;;4.7;;48.7
ID_449412;307344;31/05/2021;7.5;;4.7;;12.2
ID_449412;313889;04/07/2021;19.25;;4.7;;23.95
ID_449412;315601;12/07/2021;69;;6.8;;75.8
ID_449412;375873;05/05/2022;39;;7.49;;46.49
ID_449412;391248;04/12/2022;93.6;;5.5;-5.5;93.6
ID_45;284265;29/01/2021;45;;6.8;;51.8
ID_450050;379873;05/06/2022;135;;25;-25;135
ID_450332;282312;23/01/2021;50;;8;;58
ID_450332;375616;04/05/2022;48;;7.49;;55.49
ID_450332;377227;15/05/2022;42;;10;;52
ID_451798;313327;01/07/2021;819;;84.99;-84.99;819
ID_451798;371454;08/04/2022;121.4;;15.99;;137.39
ID_451798;387489;09/07/2022;270;-54;29.5;-29.5;216
ID_451939;307707;02/06/2021;85;-85;9.6;-9.6;
ID_451939;307710;02/06/2021;380;-378.4;17.6;-19.2;
ID_451939;307711;02/06/2021;118.5;-118.5;8;-8;
ID_451939;308839;08/06/2021;1396;-1396;65;-65;
ID_451939;311382;25/06/2021;778;-778;19.2;-19.2;
ID_451939;311385;25/06/2021;685;-685;16;-16;
ID_451939;314084;04/07/2021;258;-258;19.49;-19.49;
ID_451939;326722;13/09/2021;439;-87.8;53.19;-53.19;351.2
ID_451939;336708;06/11/2021;45;;8;;53
ID_451939;338631;13/11/2021;43;;8;;51
ID_452093;365868;08/03/2022;13;;4.49;;17.49
ID_452233;341549;21/11/2021;20;;3.99;;23.99
ID_452233;341557;21/11/2021;26;;4.49;;30.49
ID_452233;361455;11/02/2022;76;;8.49;;84.49
ID_452302;348371;23/12/2021;28;;12.99;;40.99
ID_452358;349481;06/01/2022;64;;6.8;;70.8
ID_452358;366799;17/03/2022;189;;12.99;;201.99
ID_452358;391204;03/12/2022;66;;6.5;;72.5
ID_452358;396406;22/09/2022;19;;6.5;;25.5
ID_452682;282318;23/01/2021;25;;6.8;;31.8
ID_452720;301004;17/04/2021;84.5;;3.99;;88.49
ID_452869;303988;10/05/2021;12.5;;3.49;;15.99
ID_452869;317722;22/07/2021;10;;3.49;;13.49
ID_4531;286988;09/02/2021;61;;4.49;;65.49
ID_4531;307334;31/05/2021;17.5;;3.99;;21.49
ID_4531;333225;21/10/2021;125;;4.49;;129.49
ID_4531;340783;18/11/2021;58;;4.99;;62.99
ID_4531;381935;21/06/2022;258;;;;258
ID_4531;382785;24/06/2022;55;;7.2;;62.2
ID_454610;307796;03/06/2021;220;-25;8;;203
ID_454610;313093;30/06/2021;29;;12.8;;41.8
ID_454610;313169;01/07/2021;10;;8;;18
ID_454610;319201;28/07/2021;39;-3.9;19.49;;54.59
ID_454610;320290;02/12/2021;17;;8;;25
ID_454610;326594;13/09/2021;26;;4.49;;30.49
ID_454610;330255;30/09/2021;68.5;-8;7.99;;68.49
ID_454610;334170;30/10/2021;38.4;;5.49;;43.89
ID_454610;358442;01/02/2022;12;;4.99;;16.99
ID_454610;363836;24/02/2022;20;;4.99;;24.99
ID_454610;371440;08/04/2022;28;;5.99;;33.99
ID_454610;382202;21/06/2022;75;;17.4;;92.4
ID_454610;402373;09/11/2022;694;;32;-32;694
ID_454791;334305;31/10/2021;257.9;;29.99;;287.89
ID_454791;334307;31/10/2021;17.7;;3.99;-3.99;17.7
ID_454791;336123;05/11/2021;81;;5.99;;86.99
ID_454791;350534;10/01/2022;42.5;;4.49;;46.99
ID_454791;351259;12/01/2022;104;-20;19.49;;103.49
ID_454791;380886;12/06/2022;231;;17.4;;248.4
ID_454952;304450;13/05/2021;41;-15;4.7;-4.7;26
ID_454952;328707;23/09/2021;29;-10;3.99;;22.99
ID_454952;388741;15/07/2022;;;;;
ID_455022;287780;11/02/2021;29;;3.99;;32.99
ID_455022;321334;08/12/2021;20;;4.49;;24.49
ID_455022;352302;15/01/2022;6.9;;3.99;;10.89
ID_455022;392346;14/12/2022;35;;6.5;;41.5
ID_455281;285751;03/02/2021;38.5;;6.8;;45.3
ID_455281;310673;20/06/2021;75;;6.8;;81.8
ID_456061;288617;13/02/2021;355;;29.99;;384.99
ID_456061;307246;30/05/2021;16;;3.99;;19.99
ID_456061;321820;12/12/2021;44.5;;4.49;-4.49;44.5
ID_456061;327184;15/09/2021;113;-15;5.99;;103.99
ID_458021;325008;04/09/2021;69;;4.49;;73.49
ID_458021;350557;10/01/2022;35.35;;5.49;;40.84
ID_458021;359460;03/02/2022;599;;22;-22;599
ID_458021;384276;28/06/2022;83;;12;;95
ID_458021;397256;30/09/2022;242.85;;14.5;;257.35
ID_458021;406966;05/12/2022;37;;5.2;;42.2
ID_458073;294435;15/03/2021;187;;11.2;;198.2
ID_458073;302532;01/05/2021;301;-15;45.49;-45.49;286
ID_458073;396906;27/09/2022;218.5;;17.4;;235.9
ID_458073;400418;26/10/2022;159;-15;5.99;;149.99
ID_45865;324216;28/12/2021;25;;3.99;;28.99
ID_45865;341666;21/11/2021;60;;7.99;;67.99
ID_45865;368462;27/03/2022;34.5;;9.49;;43.99
ID_45865;375081;01/05/2022;85;;15.99;;100.99
ID_45865;390299;23/07/2022;43;;8.49;;51.49
ID_458652;356484;26/01/2022;29;;4.49;;33.49
ID_458686;330478;01/10/2021;98;;6.8;;104.8
ID_458686;386840;08/07/2022;147;-20;12;;139
ID_458686;388924;16/07/2022;18.5;;6.99;;25.49
ID_458686;392703;19/12/2022;156;;14.5;;170.5
ID_458686;394530;09/09/2022;102.5;;10;;112.5
ID_458867;299934;11/04/2021;85;;19.49;;104.49
ID_458867;332519;14/10/2021;89;;19.49;;108.49
ID_459207;288777;14/02/2021;16.5;;4.49;;20.99
ID_459207;290544;25/02/2021;9;;4.99;-4.99;9
ID_459207;295885;27/03/2021;17.4;;4.99;;22.39
ID_459207;296559;28/03/2021;16;;3.99;;19.99
ID_459207;304732;15/05/2021;52.5;;4.49;;56.99
ID_459207;381892;21/06/2022;19.5;;15.99;;35.49
ID_459598;288172;12/02/2021;41;;8;;49
ID_459598;293655;11/03/2021;86;;4.99;;90.99
ID_459783;287936;11/02/2021;29;;3.99;;32.99
ID_459783;358313;31/01/2022;157;-78.5;45.49;;123.99
ID_459815;285447;02/02/2021;49.4;;4.49;;53.89
ID_459927;277117;06/01/2021;99;;4.99;;103.99
ID_459927;327965;18/09/2021;110;;4.49;;114.49
ID_460081;298959;08/04/2021;59.5;;8;;67.5
ID_460081;327229;15/09/2021;55;;8;;63
ID_460081;383258;25/06/2022;25;;8.49;;33.49
ID_460206;379648;04/06/2022;310;;31;;341
ID_460206;408458;19/12/2022;84;;5.99;;89.99
ID_460440;349321;04/01/2022;145;-20;29.99;;154.99
ID_460515;277694;09/01/2021;55;;4.99;;59.99
ID_460515;297800;03/04/2021;119;-25;5.99;-5.99;94
ID_460515;326179;12/09/2021;55;;4.99;;59.99
ID_460515;380022;06/06/2022;69;;7.2;;76.2
ID_460515;383498;25/06/2022;133;-15;12.25;;130.25
ID_460515;384122;27/06/2022;25;;4.6;;29.6
ID_460669;307408;31/05/2021;78.15;;4.99;;83.14
ID_460669;315112;10/07/2021;145;-15;19.49;;149.49
ID_460669;327340;16/09/2021;328;-82;29.99;;275.99
ID_460885;326477;12/09/2021;29;;3.99;;32.99
ID_460885;326484;12/09/2021;30;;4.99;;34.99
ID_460885;351105;11/01/2022;75;;7.99;;82.99
ID_460885;399124;14/10/2022;15;;8.5;;23.5
ID_460934;373853;20/04/2022;18;;5.2;;23.2
ID_460983;329385;26/09/2021;72;;16;;88
ID_460983;331395;06/10/2021;25;;6.8;;31.8
ID_461192;363314;21/02/2022;20;;4.49;;24.49
ID_461377;357011;28/01/2022;309;;29.99;;338.99
ID_461377;372238;10/04/2022;1790;-179;74.99;;1685.99
ID_461899;288846;15/02/2021;18.5;;3.49;;21.99
ID_461899;288850;15/02/2021;8;;3.49;;11.49
ID_461899;326770;13/09/2021;38.8;;4.49;;43.29
ID_461903;306061;25/05/2021;18;;6.8;;24.8
ID_462423;288795;14/02/2021;55;;4.99;;59.99
ID_462423;290770;25/02/2021;25;;4.49;-4.49;25
ID_462423;332351;13/10/2021;110;;5.49;;115.49
ID_462423;377383;16/05/2022;155;;12.99;;167.99
ID_462503;301376;20/04/2021;14;;4.49;;18.49
ID_462503;301377;20/04/2021;13;;4.99;;17.99
ID_462503;360132;05/02/2022;25.6;;19.49;-5.09;40
ID_462780;394371;07/09/2022;15;;6.5;;21.5
ID_462953;284557;30/01/2021;43.5;;4.7;;48.2
ID_462953;287136;10/02/2021;74.6;;12.8;-12.8;74.6
ID_462953;332689;15/10/2021;;;12.99;12.99;25.98
ID_462953;361479;11/02/2022;106.5;-15;4.99;;96.49
ID_463297;291809;28/02/2021;46;;9.6;;55.6
ID_463361;392391;14/12/2022;40.5;;8.5;;49
ID_4640;365365;04/03/2022;114;;12.99;;126.99
ID_4640;392431;15/12/2022;;;;;
ID_4640;400476;26/10/2022;36;;10;;46
ID_464114;325726;10/09/2021;24.5;;8;;32.5
ID_464114;371919;09/04/2022;254;;25;-25;254
ID_464114;388253;12/07/2022;19.9;;5.2;;25.1
ID_464545;349185;31/12/2021;97.5;;12.99;;110.49
ID_464545;349193;31/12/2021;850;;45.49;;895.49
ID_464545;372081;09/04/2022;;;;;
ID_464545;372086;09/04/2022;85;;15.99;;100.99
ID_464545;408713;28/12/2022;32;;8.99;;40.99
ID_464662;381741;19/06/2022;45;;8.49;;53.49
ID_464662;381746;19/06/2022;79;;25;-12.49;91.51
ID_464662;381748;19/06/2022;15;;10;;25
ID_464662;396476;22/09/2022;17.5;;6.5;;24
ID_464797;377914;22/05/2022;6;;4.2;;10.2
ID_464813;309110;10/06/2021;18;;3.49;;21.49
ID_464904;322104;14/12/2021;21;;4.49;;25.49
ID_464904;373893;20/04/2022;14.5;;5.2;;19.7
ID_464904;376779;11/05/2022;29;;7.49;;36.49
ID_464904;408610;25/12/2022;115;;25;;140
ID_464909;359074;02/02/2022;300;;29.99;;329.99
ID_465009;398324;10/10/2022;;;;;
ID_465112;334080;30/10/2021;33.4;;4.99;;38.39
ID_465112;355166;22/01/2022;60;;29.99;-12.39;77.6
ID_465112;358640;01/02/2022;179;;17.6;;196.6
ID_465112;383398;25/06/2022;623;-20;55;;658
ID_465112;390682;26/07/2022;1352;-270.4;85;-85;1081.6
ID_465184;341442;21/11/2021;58;;4.49;;62.49
ID_465184;348684;26/12/2021;46.4;;4.7;-4.7;46.4
ID_465225;293388;10/03/2021;19;;5.49;;24.49
ID_465225;398894;13/10/2022;22.5;;7.2;;29.7
ID_465276;325762;10/09/2021;54;;11.2;;65.2
ID_465276;339586;15/11/2021;32;;8;;40
ID_465276;407173;06/12/2022;37;;7.49;;44.49
ID_465345;360065;05/02/2022;17;;5.49;;22.49
ID_465345;408390;17/12/2022;21;;5.99;;26.99
ID_465627;277333;08/01/2021;51;;6.8;;57.8
ID_465627;277341;08/01/2021;41.5;;6.8;;48.3
ID_465627;295684;25/03/2021;74.5;;8;;82.5
ID_465627;295687;25/03/2021;131.5;;12.99;;144.49
ID_465627;301576;22/04/2021;129.5;;8;;137.5
ID_465627;305144;19/05/2021;149;;6.8;;155.8
ID_465627;407966;11/12/2022;610;-20;12;;602
ID_465930;351174;11/01/2022;313;;44;-44;313
ID_465930;351368;12/01/2022;102.35;-15;19.49;;106.84
ID_465930;399443;16/10/2022;190;-20;15.99;;185.99
ID_465930;399445;16/10/2022;42;;10;;52
ID_465975;288656;13/02/2021;39.5;;8;;47.5
ID_465975;346954;12/12/2021;39.5;;6.8;;46.3
ID_466127;298196;04/04/2021;36;;4.99;;40.99
ID_466127;311838;26/06/2021;243;;29.99;;272.99
ID_466127;372362;10/04/2022;429;;29.5;-29.5;429
ID_466127;382326;22/06/2022;108.3;-20;49;;137.3
ID_466202;343514;26/11/2021;89;;19.49;;108.49
ID_466202;360107;05/02/2022;119;-20;19.49;;118.49
ID_466202;372113;09/04/2022;950;;29.5;-29.5;950
ID_466202;388398;13/07/2022;145;-15;17.4;;147.4
ID_466202;402366;09/11/2022;149;-20;25;;154
ID_466264;327329;16/09/2021;89;;19.49;;108.49
ID_466264;340381;18/11/2021;30;;5.49;;35.49
ID_466264;342748;24/11/2021;178;;29.99;;207.99
ID_466283;289620;19/02/2021;27;;3.99;;30.99
ID_466283;290950;26/02/2021;235;;29.99;;264.99
ID_466283;295274;21/03/2021;107;-15;5.99;;97.99
ID_466283;299577;11/04/2021;170;-15;19.49;;174.49
ID_466283;302923;03/05/2021;171;;19.49;;190.49
ID_466283;302944;03/05/2021;449;;9.6;;458.6
ID_466283;307543;01/06/2021;289;;45.49;;334.49
ID_466283;313441;02/07/2021;94.5;;29.99;;124.49
ID_466283;320113;01/12/2021;62;;7.99;;69.99
ID_466283;335786;04/11/2021;73.5;;7.99;;81.49
ID_466283;372876;14/04/2022;24;;5.2;;29.2
ID_466283;386642;08/07/2022;50;-10;19.5;-19.5;40
ID_466283;391269;05/12/2022;100;-15;12;;97
ID_466283;391970;11/12/2022;105.9;-15;12;;102.9
ID_466283;407978;12/12/2022;12;;6.5;;18.5
ID_466348;326471;12/09/2021;34.8;;3.99;;38.79
ID_466348;329503;27/09/2021;18;;5.49;;23.49
ID_466612;302087;26/04/2021;45;;12.99;-12.99;45
ID_466612;304287;12/05/2021;15.95;;4.7;-4.7;15.95
ID_466612;337140;07/11/2021;27;;5.49;;32.49
ID_466612;341066;19/11/2021;29.5;;3.99;;33.49
ID_466617;332215;12/10/2021;29;;6.8;;35.8
ID_466700;296865;29/03/2021;130;;29.99;;159.99
ID_466700;336508;05/11/2021;749;;29;;778
ID_466801;282074;22/01/2021;72.5;;5.99;;78.49
ID_466801;300542;14/04/2021;170;;19.49;;189.49
ID_466801;357968;30/01/2022;89;;19.49;;108.49
ID_466879;370572;05/04/2022;25.9;;5.2;;31.1
ID_466953;286850;09/02/2021;23.5;;3.99;;27.49
ID_466953;335715;04/11/2021;95;;12.99;-3.39;104.6
ID_466953;339426;15/11/2021;27.5;;8;;35.5
ID_466953;372285;10/04/2022;57;;10;;67
ID_467006;307153;30/05/2021;58.5;;19.49;;77.99
ID_467006;325380;08/09/2021;210;;12.99;;222.99
ID_467006;336579;06/11/2021;25;;6.8;;31.8
ID_467006;376136;07/05/2022;325;;22.5;;347.5
ID_467006;384544;28/06/2022;92;;37.5;;129.5
ID_467021;384039;27/06/2022;75.7;;12;;87.7
ID_467021;384656;29/06/2022;88.5;;6.5;;95
ID_467021;389423;17/07/2022;84;-16.8;6.5;;73.7
ID_467097;297668;02/04/2021;75;;5.49;;80.49
ID_467389;317889;23/07/2021;169;-16.9;19.49;;171.59
ID_467389;326023;11/09/2021;15.9;;4.7;;20.6
ID_467389;335581;04/11/2021;25;;3.99;;28.99
ID_467393;405039;23/11/2022;98;;6.5;;104.5
ID_467411;304211;12/05/2021;87;;6.8;;93.8
ID_467558;322737;19/12/2021;118;;19.49;;137.49
ID_467569;400124;23/10/2022;24;;5.5;;29.5
ID_467569;403204;13/11/2022;36;;9.49;;45.49
ID_467963;290809;26/02/2021;75;;19.49;;94.49
ID_467963;312309;28/06/2021;99;;12.99;;111.99
ID_467963;366091;10/03/2022;195;;19.49;;214.49
ID_467963;405386;27/11/2022;21;;8.49;;29.49
ID_468019;309367;12/06/2021;14;;4.49;;18.49
ID_468019;378064;24/05/2022;148;-20;29.5;;157.5
ID_468019;378068;24/05/2022;19;;5.2;;24.2
ID_468137;280232;15/01/2021;102;;9.6;;111.6
ID_468137;298380;05/04/2021;59.5;;4.49;;63.99
ID_468137;302981;03/05/2021;51;;7.99;;58.99
ID_468137;305729;22/05/2021;79;;4.49;;83.49
ID_468137;322528;18/12/2021;14.5;;8;;22.5
ID_468193;295422;22/03/2021;21;;4.7;;25.7
ID_468193;359336;03/02/2022;109;;29.99;;138.99
ID_468306;288247;12/02/2021;28;;3.99;;31.99
ID_468306;312758;29/06/2021;253;;29.99;;282.99
ID_468494;301390;20/04/2021;435.5;;12.99;;448.49
ID_468494;362447;17/02/2022;27;;6.8;;33.8
ID_468494;364775;28/02/2022;118;;4.99;;122.99
ID_468494;374587;28/04/2022;43;;7.49;;50.49
ID_468494;385711;03/07/2022;38;;5.2;;43.2
ID_468635;388206;12/07/2022;57;;8.49;;65.49
ID_468635;388210;12/07/2022;85;;8.99;;93.99
ID_468635;399311;15/10/2022;125;;12;;137
ID_468945;392594;17/12/2022;20.7;;7.2;;27.9
ID_469013;377265;15/05/2022;25;;7.49;;32.49
ID_469013;383004;24/06/2022;31.5;;25;;56.5
ID_469013;386082;06/07/2022;125;-15;22.5;;132.5
ID_469013;407777;09/12/2022;25;;5.5;;30.5
ID_469576;398667;12/10/2022;29;;5.2;;34.2
ID_469601;304332;12/05/2021;12.5;;4.7;;17.2
ID_469601;322213;15/12/2021;44;;4.7;;48.7
ID_469601;338459;12/11/2021;15;;3.99;;18.99
ID_469615;364548;26/02/2022;42;;6.8;;48.8
